Module	Section	Sample Name	Source
QualiMap	mapped_gc_distribution	RIH0_ANA0-HG002_DBC0_0.strobe	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/qmap/RIH0_ANA0-HG002_DBC0_0.strobe/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr5	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr5.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr10	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr10.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr16	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr16.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr3	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr3.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr8	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr8.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr4	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr4.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr22	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr22.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr11	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr11.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr17	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr17.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr9	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr9.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr2	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr2.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr19	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr19.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr12	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr12.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr21	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr21.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr7	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr7.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr1	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr1.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr14	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr14.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr13	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr13.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr18	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr18.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr20	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr20.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr6	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr6.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr15	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr15.mosdepth.summary.txt
Mosdepth	summary	RIH0_ANA0-HG002_DBC0_0.strobe	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/mosdepth/RIH0_ANA0-HG002_DBC0_0.strobe.mosdepth.summary.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr19	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr19.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr9	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr9.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr8	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr8.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr18	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr18.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr2	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr2.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr12	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr12.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr21	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr21.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr13	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr13.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr20	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr20.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr3	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr3.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr22	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr22.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr11	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr11.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr1	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr1.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr10	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr10.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr15	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr15.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr5	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr5.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr4	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr4.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr14	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr14.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr6	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr6.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr16	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr16.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr17	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr17.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe.md.chr7	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/norm_cov_eveness/RIH0_ANA0-HG002_DBC0_0.strobe.md.chr7.mosdepth.region.dist.txt
Mosdepth	genome_results	RIH0_ANA0-HG002_DBC0_0.strobe	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/mosdepth/RIH0_ANA0-HG002_DBC0_0.strobe.mosdepth.region.dist.txt
goleft indexcov	all_sections	goleft-indexcov.roc	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/goleft/goleft-indexcov.roc
goleft indexcov	all_sections	goleft-indexcov.ped	/fsx/analysis_results/ubuntu/testsetn/daylily/results/day/hg38/RIH0_ANA0-HG002_DBC0_0/align/strobe/alignqc/goleft/goleft-indexcov.ped
